date,id,lat,lon,country
2020-04-28,44212,46.356,17.798,hu
2020-04-28,44214,47.45,19.124,hu
2020-04-28,44672,47.434,19.14,hu
2020-04-28,44696,47.562,19.094,hu
2020-04-28,44730,47.448,19.032,hu
2020-04-28,44760,48.12422093,21.47247791,hu
2020-04-28,44794,48.17879979,20.65497011,hu
2020-04-28,45198,46.422,18.772,hu
2020-04-28,7699,47.794,19.126,hu
2020-04-28,41245,47.51,19.05,hu
2020-04-28,41655,47.55120927,17.75281727,hu
2020-05-28,25876,47.48,19.216,hu
2020-05-28,32002,47.45238942,19.56725121,hu
2020-05-28,15878,46.076,18.222,hu
2020-05-28,24040,47.612,18.906,hu
2020-05-28,25315,47.52594775,19.11644036,hu
2020-05-28,25459,47.4924964,19.01965315,hu
2020-05-28,25801,47.53029995,19.0162889,hu
2020-05-28,26506,46.90439892,19.66840267,hu
2020-05-28,26584,47.522,19.096,hu
2020-05-28,27003,47.59,19.022,hu
2020-05-28,28621,46.91733138,19.66628641,hu
2020-05-28,28623,46.932,19.658,hu
2020-05-28,28627,46.76,19.604,hu
